"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Gulf of Alaska"	"oceanic"	"N"	21.2616126431307	31.0108942229913	54.6566806905432	52.0260490375425	93.2630510487653	124.13198697718
"2"	"Gulf of Alaska"	"oceanic"	"P"	1.84512479005008	2.59285642210551	4.62679093635052	4.41557169156254	7.87138591430752	12.4799953042743
"3"	"Gulf of Alaska"	"oceanic"	"Fe"	0.0163176597813177	0.0231600699630787	0.0418350122607382	0.0398107165482481	0.0719222903358813	0.0859814083280659
"4"	"Gulf of Alaska"	"oceanic"	"Cu"	0.00509253329861868	0.0069453748607551	0.0129460271436782	0.0122319344583493	0.022642910876064	0.0291812238744491
"5"	"Gulf of Alaska"	"oceanic"	"Mn"	0.000495628857768951	0.000640481804012697	0.00122839233117764	0.00118170661835579	0.00204815043983917	0.00314429543430224
"6"	"Gulf of Alaska"	"oceanic"	"Se"	0.000714494285453786	0.00094609366238627	0.00172984523766563	0.00164686789890537	0.00293493646600059	0.00373737481920378
"7"	"Gulf of Alaska"	"oceanic"	"Zn"	0.0140485026919067	0.0182467365700646	0.0329743092963823	0.0315876455674056	0.0549709114028929	0.0663947882746174
"8"	"Gulf of Alaska"	"oceanic"	"Co"	2.25560134988506e-05	2.89620397081169e-05	5.28922796175994e-05	5.06448159323393e-05	8.68550200965071e-05	0.00013008482722502
"9"	"Gulf of Alaska"	"oceanic"	"As"	0.00526757770303098	0.0076028786103852	0.0142775266532284	0.013506506292078	0.0240685554984341	0.0343940510275105
"10"	"Gulf of Alaska"	"shelf"	"N"	135.841728445907	184.169627882002	492.752889486038	436.06000532174	1051.78827727628	2002.23932713558
"11"	"Gulf of Alaska"	"shelf"	"P"	10.0903592629595	16.5309610700923	44.705579724191	39.6209968157399	103.05951756277	182.291199203884
"12"	"Gulf of Alaska"	"shelf"	"Fe"	0.0723212266252621	0.144010726508329	0.398450464171316	0.350272336497216	0.953317281853219	1.49677858472806
"13"	"Gulf of Alaska"	"shelf"	"Cu"	0.0230302338515445	0.0342222961110467	0.091187032172312	0.0840021861233521	0.1968464760504	0.352679947351719
"14"	"Gulf of Alaska"	"shelf"	"Mn"	0.00251075284666204	0.00386320855899499	0.0126987314637829	0.0107939242716724	0.0327322636683664	0.0743952666551341
"15"	"Gulf of Alaska"	"shelf"	"Se"	0.00376359309810933	0.00586940349255667	0.0160702848460088	0.0142610450258069	0.036896376477889	0.0731504419567771
"16"	"Gulf of Alaska"	"shelf"	"Zn"	0.0810590568706864	0.11138282586838	0.306418480878524	0.269547225570431	0.678044060476939	1.04956508848516
"17"	"Gulf of Alaska"	"shelf"	"Co"	0.000106090623055761	0.000171611097798262	0.000477131983453945	0.000428134382769437	0.00110098979536756	0.00164520988717769
"18"	"Gulf of Alaska"	"shelf"	"As"	0.0292421608592117	0.0419410945509115	0.112672316500398	0.101053148328596	0.25083751923791	0.363705793532672
