"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Mediterranean Sea"	"oceanic"	"N"	12.5945336609231	17.624459667605	28.0504893635727	27.3779876995829	42.7118814201094	70.0801547725
"2"	"Mediterranean Sea"	"oceanic"	"P"	1.31113274462733	1.81979086057923	3.00058428117945	2.92736987812486	4.6067454703487	7.75707274430466
"3"	"Mediterranean Sea"	"oceanic"	"Fe"	0.00297855711938248	0.0106824955399123	0.0220455818502302	0.0209994030864853	0.0397095088452937	0.0706103853524144
"4"	"Mediterranean Sea"	"oceanic"	"Cu"	0.00214572624381475	0.00377890037745005	0.0073538964531807	0.00701715714918535	0.0128208048325516	0.0244148817203612
"5"	"Mediterranean Sea"	"oceanic"	"Mn"	0.000188426005349559	0.000360839353601425	0.00077369607085724	0.000723849571505119	0.00144820415198256	0.00251398909872738
"6"	"Mediterranean Sea"	"oceanic"	"Se"	0.000241317698716079	0.000420196625624603	0.00077941803821824	0.000744513231414157	0.00134478906510012	0.00239044430160439
"7"	"Mediterranean Sea"	"oceanic"	"Zn"	0.00520689613455817	0.00964436933796134	0.01681292275389	0.0162876958096364	0.0268948303132016	0.0552438487408829
"8"	"Mediterranean Sea"	"oceanic"	"Co"	8.40815805455064e-06	1.53756611291817e-05	3.10280893323065e-05	2.93950522685679e-05	5.54752676222794e-05	9.75094189933004e-05
"9"	"Mediterranean Sea"	"oceanic"	"As"	0.00126877503803539	0.0030065073551966	0.00568359791549464	0.0054867541349979	0.00944644535858062	0.0193003204208894
"10"	"Mediterranean Sea"	"shelf"	"N"	8.7578530212023	13.9699167336045	24.2576930913986	23.293926734713	40.5976373813772	77.6614107776878
"11"	"Mediterranean Sea"	"shelf"	"P"	0.947866151527582	1.49199833702193	2.73431031346403	2.60199631979861	4.70628680582448	10.2552764773764
"12"	"Mediterranean Sea"	"shelf"	"Fe"	0.00361192765516924	0.00744852009145242	0.0160341100197577	0.0149186068965459	0.0310911003746654	0.0569359222210916
"13"	"Mediterranean Sea"	"shelf"	"Cu"	0.00107933174034726	0.00191476266886309	0.00452840191637806	0.00408521727312623	0.00968385691562719	0.0229809284899447
"14"	"Mediterranean Sea"	"shelf"	"Mn"	0.000150548337482954	0.000288583815972858	0.000659024049585079	0.000605807813773738	0.00131313514380733	0.00276878008632319
"15"	"Mediterranean Sea"	"shelf"	"Se"	0.000222505252092792	0.000334950170307749	0.000636882730847278	0.000601985556495122	0.00115892125705485	0.0022143251640476
"16"	"Mediterranean Sea"	"shelf"	"Zn"	0.004649567555494	0.00711144975053079	0.0130548406989579	0.0123774047097904	0.022893319551293	0.0453835618442704
"17"	"Mediterranean Sea"	"shelf"	"Co"	6.28214007312062e-06	1.05729893031942e-05	2.23193425741394e-05	2.0690378938596e-05	4.34686988686196e-05	0.000107112448280162
"18"	"Mediterranean Sea"	"shelf"	"As"	0.00137087386018108	0.00245442751960312	0.00546124627862676	0.00497219902070719	0.0111958448480713	0.02093398973088
