"Geo_area"	"Eco_gp"	"Element"	"mean"	"mean_total"	"ratio_contribution"
"1"	"Northwest Atlantic"	"Baleen whales"	"N"	10572.7599436825	35385.648647728	0.298786664869045
"2"	"Northwest Atlantic"	"Baleen whales"	"P"	970.94447547266	3337.65973563936	0.290905770023519
"3"	"Northwest Atlantic"	"Baleen whales"	"Fe"	9.71048161313666	30.116035526849	0.322435587661583
"4"	"Northwest Atlantic"	"Baleen whales"	"Cu"	2.05208344300638	8.53734812196011	0.24036544061357
"5"	"Northwest Atlantic"	"Baleen whales"	"Mn"	0.326359629856671	1.13395460309487	0.287806609687854
"6"	"Northwest Atlantic"	"Baleen whales"	"Se"	0.375278628253507	1.14648678703763	0.327329222191193
"7"	"Northwest Atlantic"	"Baleen whales"	"Zn"	6.70170204558195	22.9021274830804	0.292623558686109
"8"	"Northwest Atlantic"	"Baleen whales"	"Co"	0.01061299875433	0.0422814875502788	0.25100816856809
"9"	"Northwest Atlantic"	"Baleen whales"	"As"	2.83153943770211	8.87237984413986	0.319140916805125
"10"	"Northwest Atlantic"	"Deep divers"	"N"	9583.16711180707	35385.648647728	0.270820727555672
"11"	"Northwest Atlantic"	"Deep divers"	"P"	711.299575614199	3337.65973563936	0.213113268563293
"12"	"Northwest Atlantic"	"Deep divers"	"Fe"	6.97162382741797	30.116035526849	0.231492084049464
"13"	"Northwest Atlantic"	"Deep divers"	"Cu"	4.75625474942938	8.53734812196011	0.557111491939183
"14"	"Northwest Atlantic"	"Deep divers"	"Mn"	0.207319275725156	1.13395460309487	0.182828549890202
"15"	"Northwest Atlantic"	"Deep divers"	"Se"	0.295122373232215	1.14648678703763	0.257414543777493
"16"	"Northwest Atlantic"	"Deep divers"	"Zn"	6.86738925630989	22.9021274830804	0.29985813594756
"17"	"Northwest Atlantic"	"Deep divers"	"Co"	0.0161945097550167	0.0422814875502788	0.383016556259026
"18"	"Northwest Atlantic"	"Deep divers"	"As"	2.69705038196454	8.87237984413986	0.303982745254749
"19"	"Northwest Atlantic"	"Small delphinids"	"N"	15229.7215922384	35385.648647728	0.430392607575283
"20"	"Northwest Atlantic"	"Small delphinids"	"P"	1655.4156845525	3337.65973563936	0.495980961413189
"21"	"Northwest Atlantic"	"Small delphinids"	"Fe"	13.4339300862943	30.116035526849	0.446072328288952
"22"	"Northwest Atlantic"	"Small delphinids"	"Cu"	1.72900992952436	8.53734812196011	0.202523067447247
"23"	"Northwest Atlantic"	"Small delphinids"	"Mn"	0.600275697513047	1.13395460309487	0.529364840421944
"24"	"Northwest Atlantic"	"Small delphinids"	"Se"	0.476085785551907	1.14648678703763	0.415256234031314
"25"	"Northwest Atlantic"	"Small delphinids"	"Zn"	9.3330361811886	22.9021274830804	0.40751830536633
"26"	"Northwest Atlantic"	"Small delphinids"	"Co"	0.0154739790409321	0.0422814875502788	0.365975275172884
"27"	"Northwest Atlantic"	"Small delphinids"	"As"	3.34379002447322	8.87237984413986	0.376876337940127
