"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"French Guyana"	"oceanic"	"N"	29.5021552712625	53.3337346727248	118.624843708133	109.276277230158	241.411328601635	551.03641145125
"2"	"French Guyana"	"oceanic"	"P"	2.71825390470466	5.13420347938196	11.9858908465897	10.9376318849024	24.8124278035769	50.6650232946791
"3"	"French Guyana"	"oceanic"	"Fe"	0.0111526819211684	0.0267489647251717	0.0775782308591652	0.0666414426786827	0.193130420438335	0.519647999577203
"4"	"French Guyana"	"oceanic"	"Cu"	0.00608662343675427	0.0120710622503582	0.0348900746498817	0.0302166388570455	0.0850152716691889	0.209491775386564
"5"	"French Guyana"	"oceanic"	"Mn"	0.000585342757861258	0.00107593854578992	0.00285883459868413	0.00254013817605591	0.00651121601114303	0.0187794172917712
"6"	"French Guyana"	"oceanic"	"Se"	0.000668868622500545	0.00128311115388043	0.00306637326545692	0.00279469565799901	0.00641224516403806	0.0185694575289205
"7"	"French Guyana"	"oceanic"	"Zn"	0.0155621662691462	0.0298204017389816	0.0660536706063355	0.0607546504487043	0.134025435211518	0.343418638100102
"8"	"French Guyana"	"oceanic"	"Co"	1.84032334424852e-05	4.22547253907244e-05	0.000123196069820204	0.000106628259890659	0.000300520116155174	0.001248194558998
"9"	"French Guyana"	"oceanic"	"As"	0.00442317101829949	0.0103596121725582	0.0283718494463407	0.0247481335474937	0.0666905288709234	0.153706564873712
"10"	"French Guyana"	"shelf"	"N"	239.61897210133	420.121732903049	841.880428138288	787.524580689397	1570.79453540717	5888.83386447203
"11"	"French Guyana"	"shelf"	"P"	26.8999300379286	45.7180031555886	93.8242806926027	86.9974715703036	180.053846445952	694.147689153015
"12"	"French Guyana"	"shelf"	"Fe"	0.109826393446696	0.247308455268394	0.547741316344533	0.506134375413572	1.08455159049297	2.81502493965248
"13"	"French Guyana"	"shelf"	"Cu"	0.0267751342477703	0.0537127314391838	0.13293650066677	0.117980163887608	0.298949493602816	1.82811915466947
"14"	"French Guyana"	"shelf"	"Mn"	0.00514275430671046	0.00920858431625292	0.0230997246916493	0.0210193958864769	0.0497325475636433	0.1235880519477
"15"	"French Guyana"	"shelf"	"Se"	0.00640820074532278	0.0100482722275318	0.0211659064349703	0.019670482175146	0.0407147345928046	0.171820830152734
"16"	"French Guyana"	"shelf"	"Zn"	0.138195433621684	0.21120520637851	0.420423441226247	0.39405205940861	0.773243197612156	3.31692604257958
"17"	"French Guyana"	"shelf"	"Co"	0.000191772497238757	0.000336628474190137	0.00077352318939776	0.000713617030587751	0.00156382981251053	0.00776730172779184
"18"	"French Guyana"	"shelf"	"As"	0.0321487345538314	0.0745135318965977	0.211876110977966	0.178942490109248	0.537124594658665	1.68036314221154
