"Geo_area"	"Eco_gp"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"	"mean_total"	"ratio_contribution"
"1"	"Gulf of Mexico"	"Baleen whales"	"N"	9.30154147923367	35.8690342316428	135.292766068027	113.580769076887	359.660832874254	947.212638281052	5490.3216344897	0.0246420474199782
"2"	"Gulf of Mexico"	"Baleen whales"	"P"	1.29753728871615	4.40556806889672	17.2516768794909	14.3332077672521	46.6495369019078	149.264886819757	540.185994913884	0.0319365497105144
"3"	"Gulf of Mexico"	"Baleen whales"	"Fe"	0.00591980158247029	0.0227915135866734	0.113368504605611	0.0903135567051775	0.344226954721944	1.48872162639856	3.66643363782805	0.0309206481840946
"4"	"Gulf of Mexico"	"Baleen whales"	"Cu"	0.000247087000339764	0.00127152281034557	0.00642836623733059	0.00502842042259125	0.0196433271883181	0.0831470686248242	1.86439301774825	0.00344796734172206
"5"	"Gulf of Mexico"	"Baleen whales"	"Mn"	0.0000808109790037664	0.000440079432379472	0.00479449928645357	0.00327984133619929	0.0180650341820811	0.0619121243422795	0.119476252643841	0.0401293075431984
"6"	"Gulf of Mexico"	"Baleen whales"	"Se"	0.000163180119887091	0.000718306244264678	0.00414396909106846	0.0031030649732003	0.0140437142852521	0.0569960253030263	0.148263407751025	0.0279500461639688
"7"	"Gulf of Mexico"	"Baleen whales"	"Zn"	0.00281854025416293	0.016727038440702	0.0849264944824691	0.0664529220015101	0.258361625837421	0.910680079048083	3.32030198121562	0.0255779428988492
"8"	"Gulf of Mexico"	"Baleen whales"	"Co"	0.00000444109083472858	0.0000192012953494356	0.000120465224268989	0.0000894685156840848	0.000399251846889232	0.001620475629997	0.00544003497742094	0.0221442003165392
"9"	"Gulf of Mexico"	"Baleen whales"	"As"	0.00057504081214732	0.00236029527510885	0.012890357495446	0.00965483073041764	0.0443482340192989	0.207577147745581	1.0685827737924	0.012063040703621
"10"	"Gulf of Mexico"	"Deep divers"	"N"	971.43352803635	1599.51762542529	2886.05044952476	2784.46191309484	4846.12607366071	7183.30842441641	5490.3216344897	0.525661453309921
"11"	"Gulf of Mexico"	"Deep divers"	"P"	77.9676922443622	138.690485286809	250.747564863364	240.867248846736	424.11932767784	616.495700495757	540.185994913884	0.464187459919871
"12"	"Gulf of Mexico"	"Deep divers"	"Fe"	0.189626935798795	0.478259950385714	1.74607079040878	1.32223843285433	5.35386848690042	9.726253986017	3.66643363782805	0.476231390742731
"13"	"Gulf of Mexico"	"Deep divers"	"Cu"	0.317062603285906	0.54615480409831	1.3846685974922	1.23672571907607	3.00396811764545	5.31231293440642	1.86439301774825	0.742691366203762
"14"	"Gulf of Mexico"	"Deep divers"	"Mn"	0.0131395360079948	0.0230180092541801	0.0487256531640827	0.0443842376136222	0.0987537493130929	0.196553610700694	0.119476252643841	0.407827096061792
"15"	"Gulf of Mexico"	"Deep divers"	"Se"	0.0221724519981941	0.0378016300832035	0.0775513491580953	0.0724646360248485	0.145489603259749	0.247931992714191	0.148263407751025	0.523064661297449
"16"	"Gulf of Mexico"	"Deep divers"	"Zn"	0.541091159639982	0.994467434313614	1.84130257638402	1.76500489275912	3.16000544267322	5.2665269491559	3.32030198121562	0.554558768088283
"17"	"Gulf of Mexico"	"Deep divers"	"Co"	0.000591139587290115	0.00108664393169005	0.00332555288149768	0.00271692945582621	0.00894886623551703	0.0179869086257184	0.00544003497742094	0.611310937392959
"18"	"Gulf of Mexico"	"Deep divers"	"As"	0.145847510824838	0.267895064372017	0.628441945681517	0.581008407654228	1.25359232185635	2.35034999040945	1.0685827737924	0.588107876239832
"19"	"Gulf of Mexico"	"Small delphinids"	"N"	916.403485727884	1458.51116912452	2468.97841889692	2388.95348923847	3945.12490525586	6344.48780951004	5490.3216344897	0.449696499270101
"20"	"Gulf of Mexico"	"Small delphinids"	"P"	97.8195466014465	156.533229600029	272.186753171029	261.959056053106	451.002169299464	726.929930806042	540.185994913884	0.503875990369615
"21"	"Gulf of Mexico"	"Small delphinids"	"Fe"	0.407305856035606	0.820195623110868	1.80699434281366	1.69103208429729	3.51811408810969	6.22698259135688	3.66643363782805	0.492847961073175
"22"	"Gulf of Mexico"	"Small delphinids"	"Cu"	0.103801054521054	0.189731358524555	0.473296054018715	0.433319780155189	0.969304336776355	1.76197079925478	1.86439301774825	0.253860666454516
"23"	"Gulf of Mexico"	"Small delphinids"	"Mn"	0.0118260836970793	0.0265139112300544	0.0659561001933049	0.0592523011087606	0.140893458344947	0.305377144222268	0.119476252643841	0.55204359639501
"24"	"Gulf of Mexico"	"Small delphinids"	"Se"	0.0202366539187009	0.0332086690588881	0.0665680895018608	0.0619401695915728	0.128697565038518	0.314463901199743	0.148263407751025	0.448985292538582
"25"	"Gulf of Mexico"	"Small delphinids"	"Zn"	0.460668267695362	0.74194086018848	1.39407291034913	1.31892932143584	2.43826195386117	4.37931309708616	3.32030198121562	0.419863289012868
"26"	"Gulf of Mexico"	"Small delphinids"	"Co"	0.000428334946651585	0.000794224361355499	0.00199401687165427	0.00179966846823567	0.00417754590255584	0.0079685558484526	0.00544003497742094	0.366544862290501
"27"	"Gulf of Mexico"	"Small delphinids"	"As"	0.112160067646496	0.198244760397357	0.427250470615437	0.395239735263472	0.829149777253449	1.52856259320769	1.0685827737924	0.399829083056547
