"Geo_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"	"min_all_mean"	"max_all_mean"	"fold"
"56"	"West Indian ocean"	"Co"	6.26251641213321e-06	9.69326445427959e-06	2.02849058970303e-05	1.84096287212348e-05	3.94570570459372e-05	0.000714761446080987	2.58074312519618e-06	0.000151953139781309	8
"57"	"Gulf of Mexico"	"N"	6.82874793692704	9.71015473937698	14.4268411273636	14.1046253187441	20.8998949403824	32.5584354177155	2.08905520905435	141.749736425048	7
"58"	"Gulf of Mexico"	"P"	0.641564426812796	0.951246951318111	1.41694952316155	1.38709421184747	2.06301537192922	3.1398654871262	0.200415218698847	14.2099848754501	7
"59"	"Gulf of Mexico"	"Fe"	0.00255237308300066	0.00420118062833617	0.00962368360615334	0.00834861343506448	0.0219586266048851	0.0396903874709041	0.00134979895503479	0.0955071800675543	7
"60"	"Gulf of Mexico"	"Cu"	0.00125702058588274	0.0021660574609739	0.00490639148489026	0.00444750707647129	0.00987112256180346	0.0158941841428269	0.000777064230816464	0.039892113198027	6
"61"	"Gulf of Mexico"	"Mn"	8.62586790627377e-05	0.000161823929899257	0.000313724521580327	0.000296003203727077	0.000560981453572317	0.000993702899821064	4.57341643504975e-05	0.00315863309393522	7
"62"	"Gulf of Mexico"	"Se"	0.000147220219148612	0.000227975472854528	0.000389579749119607	0.000373684270307225	0.000644346720785604	0.00106954930546052	5.68581924032644e-05	0.00397626163804114	7
"63"	"Gulf of Mexico"	"Zn"	0.00321431580867325	0.00558189278297937	0.0087168114444646	0.00847537672157797	0.0131657305612064	0.0202406849653007	0.00126640293522519	0.0835850599263856	7
"64"	"Gulf of Mexico"	"Co"	3.47140240815338e-06	6.07194142158028e-06	1.42874479614255e-05	1.23899870754036e-05	3.21868985401013e-05	6.28499386333117e-05	2.58074312519618e-06	0.000151953139781309	6
"65"	"French Antilles"	"N"	4.17263860626748	6.88571243540239	12.5725538000618	11.8157796295068	22.5028881792298	62.9485010478466	2.08905520905435	141.749736425048	6
"66"	"French Antilles"	"P"	0.377266046735458	0.656716607362866	1.20456767931294	1.13258722586461	2.15571013969577	6.75880577208072	0.200415218698847	14.2099848754501	6
"67"	"French Antilles"	"Fe"	0.00138609114586585	0.00276666197933395	0.00776180595817789	0.00652699937217388	0.0193221616929805	0.06446545767772	0.00134979895503479	0.0955071800675543	6
"68"	"French Antilles"	"Cu"	0.00096123601361247	0.00164487539963554	0.00452079528781401	0.00401591402834901	0.0103813746994941	0.0348753036007658	0.000777064230816464	0.039892113198027	6
"69"	"French Antilles"	"Mn"	6.92725488245355e-05	0.000119175558259294	0.000253162316852315	0.000234050884107404	0.000505476993013677	0.00130282255033924	4.57341643504975e-05	0.00315863309393522	6
"70"	"French Antilles"	"Se"	0.000103918987615203	0.000163482035693314	0.000329325916841471	0.000305768058282692	0.000632842467300897	0.00195073444322402	5.68581924032644e-05	0.00397626163804114	6
"71"	"French Antilles"	"Zn"	0.00236719416996824	0.0039297579914076	0.00735535632093471	0.00689322489997878	0.0133197168611881	0.0337005941669148	0.00126640293522519	0.0835850599263856	6
"72"	"French Antilles"	"Co"	2.16566636413673e-06	3.81911489165932e-06	1.09960276961546e-05	8.90269644077375e-06	2.78598088659764e-05	7.18390159866659e-05	2.58074312519618e-06	0.000151953139781309	4
"73"	"New Caledonia"	"N"	5.17307840810369	7.19841802709718	11.4267904636175	11.0391412122051	17.9297518746228	34.4714222610226	2.08905520905435	141.749736425048	5
"74"	"New Caledonia"	"P"	0.47693421008217	0.665966135588463	1.05571893831496	1.02149869374816	1.63614891837585	3.33675312364753	0.200415218698847	14.2099848754501	5
"75"	"New Caledonia"	"Fe"	0.0014054429434645	0.00276113293924821	0.0072116428721441	0.00597294547956531	0.0176601566184933	0.0400230182620043	0.00134979895503479	0.0955071800675543	5
"76"	"New Caledonia"	"Cu"	0.00115739253093338	0.00202459055004442	0.00476923701452127	0.00439813117394473	0.00967255981597827	0.0220413078040062	0.000777064230816464	0.039892113198027	6
"77"	"New Caledonia"	"Mn"	8.14225688580112e-05	0.000118425984867121	0.000219811311607006	0.000208493863293009	0.000390325775769279	0.000808955893488607	4.57341643504975e-05	0.00315863309393522	5
"78"	"New Caledonia"	"Se"	0.000122655861955583	0.000172691624958395	0.000306817342998081	0.000292080603729218	0.000526948247680081	0.00121336973001854	5.68581924032644e-05	0.00397626163804114	5
"79"	"New Caledonia"	"Zn"	0.00260347380256489	0.00430438973933047	0.00709008017089579	0.00684705678036282	0.0114147961150629	0.0211010593966374	0.00126640293522519	0.0835850599263856	6
"80"	"New Caledonia"	"Co"	2.35725352187033e-06	4.69721470156383e-06	1.24752721613143e-05	1.07320132999555e-05	2.93045738731193e-05	6.58292951145732e-05	2.58074312519618e-06	0.000151953139781309	5
"81"	"Hawaii"	"N"	6.07774879748828	8.1132122713021	12.8100822498185	12.3414421239428	20.5365417593	37.7969426902753	2.08905520905435	141.749736425048	6
"82"	"Hawaii"	"P"	0.568436524961196	0.770355089426079	1.20915803557615	1.16832005300096	1.89558288136751	3.18857549173818	0.200415218698847	14.2099848754501	6
"83"	"Hawaii"	"Fe"	0.00198554550357958	0.00339822343915524	0.00852281040987145	0.00724590568923158	0.0202669294851602	0.0420826995276093	0.00134979895503479	0.0955071800675543	6
"84"	"Hawaii"	"Cu"	0.0013080335815288	0.00232908081888295	0.00523298361337555	0.00480199602727355	0.0105709630108549	0.0218321842442924	0.000777064230816464	0.039892113198027	7
"85"	"Hawaii"	"Mn"	9.24049006895411e-05	0.000141531392470426	0.00026285979597604	0.000248807345030343	0.000465455017053526	0.00106262965492869	4.57341643504975e-05	0.00315863309393522	6
"86"	"Hawaii"	"Se"	0.00012731780683762	0.00019297274186496	0.000343784368233312	0.000325325698791849	0.000597938429900239	0.00121667861887458	5.68581924032644e-05	0.00397626163804114	6
"87"	"Hawaii"	"Zn"	0.00348851275374524	0.00479817494815483	0.00792835278280394	0.00761497915425577	0.0129731895730754	0.0248504934668572	0.00126640293522519	0.0835850599263856	6
"88"	"Hawaii"	"Co"	3.53684659835981e-06	5.88268094492712e-06	1.46864039606715e-05	1.29147613368123e-05	3.27339533846078e-05	6.74186721861878e-05	2.58074312519618e-06	0.000151953139781309	6
"89"	"French Guyana"	"N"	2.9852165365696	4.75186775288712	8.6849672843592	8.21026627278378	15.3673011792919	54.095289554186	2.08905520905435	141.749736425048	4
"90"	"French Guyana"	"P"	0.334578608427634	0.502065993521697	0.956744231506161	0.894503597062224	1.75242456413882	6.36966317396553	0.200415218698847	14.2099848754501	5
"91"	"French Guyana"	"Fe"	0.0014473861966975	0.00267581838599075	0.0056541905275485	0.00524774804201163	0.0108988613565912	0.0259617756387856	0.00134979895503479	0.0955071800675543	4
"92"	"French Guyana"	"Cu"	0.000355269763285605	0.000661131142982888	0.00151750163043792	0.00137317740660248	0.00320152273046426	0.0167638294182849	0.000777064230816464	0.039892113198027	2
"93"	"French Guyana"	"Mn"	5.81366742689348e-05	0.000102187378387611	0.000234719417783365	0.000215344421508628	0.000481910668782178	0.00116098854274737	4.57341643504975e-05	0.00315863309393522	5
"94"	"French Guyana"	"Se"	7.23846516612812e-05	0.000113261546075922	0.000219110256437304	0.000205978463989456	0.000400543055270751	0.00157709868704339	5.68581924032644e-05	0.00397626163804114	4
"95"	"French Guyana"	"Zn"	0.00155639460638722	0.00239080518235266	0.0043987658628188	0.00416798384222286	0.0077199475993603	0.0303963631434368	0.00126640293522519	0.0835850599263856	3
"96"	"French Guyana"	"Co"	2.11591254786426e-06	3.74693145914942e-06	8.10820893735613e-06	7.52447080568167e-06	1.57635688957681e-05	7.16305176776302e-05	2.58074312519618e-06	0.000151953139781309	3
"97"	"Wallis & Futuna"	"N"	2.85157225415103	4.398397331859	7.40238379589856	7.10839814342209	12.0530873593573	30.3970631041572	2.08905520905435	141.749736425048	4
"98"	"Wallis & Futuna"	"P"	0.273195666043132	0.441137483849638	0.75987748344527	0.730187862233669	1.23931371310172	3.32309400079622	0.200415218698847	14.2099848754501	4
"99"	"Wallis & Futuna"	"Fe"	0.00105283134037374	0.00231923393968292	0.00513922836573564	0.00469241688764701	0.0104916828889662	0.024985344957538	0.00134979895503479	0.0955071800675543	4
"100"	"Wallis & Futuna"	"Cu"	0.000520455565830681	0.000930992185387628	0.00216705907652742	0.0020003464558941	0.00441588452317844	0.0116087731191382	0.000777064230816464	0.039892113198027	3
"101"	"Wallis & Futuna"	"Mn"	4.15020360507811e-05	8.22241720210599e-05	0.000177100623614476	0.000164424367987417	0.000342691495162987	0.00115934433748399	4.57341643504975e-05	0.00315863309393522	4
"102"	"Wallis & Futuna"	"Se"	7.03038567566549e-05	0.00010497890841144	0.000199904498433929	0.000187880618686587	0.00035848252979764	0.000678791195168417	5.68581924032644e-05	0.00397626163804114	4
"103"	"Wallis & Futuna"	"Zn"	0.0014781791114257	0.00248521060706021	0.00436596309160703	0.00417562075898055	0.00738101696331942	0.0153166169629283	0.00126640293522519	0.0835850599263856	3
"104"	"Wallis & Futuna"	"Co"	1.68233769898826e-06	3.23049847694584e-06	7.61105864347903e-06	6.93735959722145e-06	1.56874123037486e-05	3.92800277999415e-05	2.58074312519618e-06	0.000151953139781309	3
"105"	"French Polynesia"	"N"	1.04981806129818	1.37761801454966	2.08905520905435	2.04159641634539	3.07438719624825	5.17123731681052	2.08905520905435	141.749736425048	1
"106"	"French Polynesia"	"P"	0.0968873977873298	0.131673043362005	0.200415218698847	0.19558047989722	0.295560876679038	0.543128043815201	0.200415218698847	14.2099848754501	1
"107"	"French Polynesia"	"Fe"	0.000342569691950213	0.000615040417868993	0.00134979895503479	0.00119169993519468	0.00285033696370795	0.00525370275109499	0.00134979895503479	0.0955071800675543	1
"108"	"French Polynesia"	"Cu"	0.000225233007783113	0.000370646763369234	0.000777064230816464	0.000731596106215003	0.00143925524833515	0.00316245069183894	0.000777064230816464	0.039892113198027	1
"109"	"French Polynesia"	"Mn"	1.51675225843697e-05	2.51716804425511e-05	4.57341643504975e-05	4.37731847528401e-05	7.68205624617679e-05	0.000140948901961255	4.57341643504975e-05	0.00315863309393522	1
"110"	"French Polynesia"	"Se"	2.25203262012247e-05	3.417093407809e-05	5.68581924032644e-05	5.49631828952368e-05	9.08977652830652e-05	0.000150506119711901	5.68581924032644e-05	0.00397626163804114	1
"111"	"French Polynesia"	"Zn"	0.00054232805800053	0.000817765368560041	0.00126640293522519	0.00123064718622449	0.00190032008270418	0.00302822186473335	0.00126640293522519	0.0835850599263856	1
"112"	"French Polynesia"	"Co"	6.80779603310882e-07	1.15770092441842e-06	2.58074312519618e-06	2.37999850726563e-06	5.10869056731818e-06	1.04118038211089e-05	2.58074312519618e-06	0.000151953139781309	1
