"Geo_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Northeast Atlantic"	"N"	60.9891170483402	86.767356255109	134.558431494383	129.881019239997	208.279466297105	394.000310559343
"2"	"Northeast Atlantic"	"P"	6.29587113251319	9.21448503647302	14.3563664996598	13.9018957595189	22.1945641690293	47.5892510688496
"3"	"Northeast Atlantic"	"Fe"	0.0164894453935178	0.0490339631769612	0.0961149758304669	0.0923359503248821	0.167606030012735	0.321406631354125
"4"	"Northeast Atlantic"	"Cu"	0.0016531083221403	0.0135653249239826	0.0281754355770036	0.0268105203653458	0.05147906641517	0.0993755972110678
"5"	"Northeast Atlantic"	"Mn"	-1.50680987365273e-06	0.00157539087946195	0.00333700595298826	0.00314327070406382	0.00612754243837929	0.010970851211453
"6"	"Northeast Atlantic"	"Se"	0.000340025205747634	0.00191304527218478	0.00376545047544706	0.0035890091150673	0.00655347697404388	0.0138944929545269
"7"	"Northeast Atlantic"	"Zn"	0.00923641317093843	0.0418822429838335	0.0764595686913257	0.0735442644630555	0.130073040616107	0.213655704251874
"8"	"Northeast Atlantic"	"Co"	2.27413174673427e-05	6.37834970972198e-05	0.000128419571325345	0.000122686675973488	0.000226150918559904	0.000412661166847143
"9"	"Northeast Atlantic"	"As"	-0.00155695700373202	0.0135074185983903	0.0280681476174177	0.0266131064995999	0.0509974600187106	0.0920637374565261
"10"	"Central North Atlantic"	"N"	65.5484288087055	96.2940501022731	152.23751033793	147.579155067393	234.095984375048	535.442362462244
"11"	"Central North Atlantic"	"P"	6.97546540115694	9.75581928294059	15.2705895699132	14.8249590582729	23.4193194625845	45.3960454781224
"12"	"Central North Atlantic"	"Fe"	0.018176814759777	0.0488273148742867	0.102846113885364	0.0977724887006945	0.188883526646061	0.321250128311309
"13"	"Central North Atlantic"	"Cu"	0.00743987957777756	0.0204763102096762	0.0418755895622574	0.0397664919236494	0.0746640506360155	0.163524670606119
"14"	"Central North Atlantic"	"Mn"	0.000602051498825663	0.0016060401805149	0.00330709675685225	0.00313565259818283	0.00593410534501478	0.0100189476935909
"15"	"Central North Atlantic"	"Se"	0.000833103645901884	0.00218855768406539	0.0042741899202206	0.00409516698424526	0.00726321846589083	0.0120561755936939
"16"	"Central North Atlantic"	"Zn"	0.00667324232329376	0.0483622486281938	0.0891751866237856	0.0862792827282772	0.146409914323138	0.398190186991661
"17"	"Central North Atlantic"	"Co"	3.81000428165132e-05	7.70899381926715e-05	0.000160946983959121	0.000153422956404554	0.000289135122032027	0.000533012552831612
"18"	"Central North Atlantic"	"As"	0.00175988906878892	0.0158806995994028	0.0335535311031408	0.0320875479357118	0.0596203269603552	0.113407864711028
"19"	"Gulf of Alaska"	"N"	33.3281887625475	55.111413562359	120.634424937567	111.669182304034	239.700911411584	525.931616191273
"20"	"Gulf of Alaska"	"P"	3.13805707978152	5.64179856886189	12.448534722647	11.5238977140042	25.12465411941	59.6827392794132
"21"	"Gulf of Alaska"	"Fe"	-0.0320710020193418	0.0259908248856477	0.0847814081211569	0.0778259888885464	0.184255367492023	0.46154523383647
"22"	"Gulf of Alaska"	"Cu"	-0.0101106658279993	0.00542573595686092	0.0221812694623465	0.0201586611446728	0.0507083670568374	0.106618274749733
"23"	"Gulf of Alaska"	"Mn"	-0.00097829868019964	0.000773495729701759	0.00260993163284139	0.0023454915440573	0.00604477078073004	0.0181124093523201
"24"	"Gulf of Alaska"	"Se"	-0.000750274379207934	0.000962496727349843	0.00343208348338194	0.00313474089478282	0.00771341609180832	0.0181934914818928
"25"	"Gulf of Alaska"	"Zn"	-0.0323985302308187	0.0194014019367655	0.0662163278988757	0.0604352913563215	0.146730279473204	0.341029657145352
"26"	"Gulf of Alaska"	"Co"	-4.3327682099237e-05	2.92160934885374e-05	0.00010404972240952	9.50786743556731e-05	0.000231609170676822	0.000530238408078901
"27"	"Gulf of Alaska"	"As"	-0.0205014765851263	0.00612561671054911	0.0263078834642033	0.0242035769078303	0.0589932314225746	0.121755219745961
"28"	"Northwest Atlantic"	"N"	36.4238654781198	52.1202730800039	76.1325270280568	74.0330294526317	111.812464841092	187.531317424904
"29"	"Northwest Atlantic"	"P"	3.87862762276898	5.5050780879683	8.37772052998153	8.10758734346985	12.7445090561816	23.2642296235615
"30"	"Northwest Atlantic"	"Fe"	0.0176479618119531	0.0291640476422602	0.0552099092184403	0.0531472757515395	0.0942435252090551	0.194491298261326
"31"	"Northwest Atlantic"	"Cu"	0.00578195410621546	0.00936545222537642	0.0175039014408127	0.016665273412159	0.0300461194054928	0.0571507232382874
"32"	"Northwest Atlantic"	"Mn"	0.000650374027810274	0.00102801306581423	0.00204269218086088	0.00189796882007045	0.00392296637415896	0.00743052648547934
"33"	"Northwest Atlantic"	"Se"	0.000726458983980846	0.00121919147102731	0.0021140768099186	0.00200713597279117	0.00363878365146707	0.00797727019870909
"34"	"Northwest Atlantic"	"Zn"	0.0143501577373333	0.0273614582268038	0.0445456621698817	0.0430517700247644	0.0704961609042925	0.172775271648769
"35"	"Northwest Atlantic"	"Co"	2.28686660736985e-05	4.32394990037853e-05	8.12557308043964e-05	7.77454007056309e-05	0.000140460939357104	0.00026497380536885
"36"	"Northwest Atlantic"	"As"	0.00478905713495557	0.00885516247610474	0.0159197731506627	0.0153493649847346	0.0263956450034414	0.0434954766077907
"37"	"California current"	"N"	18.9396202415222	27.2041707050407	43.1422109996333	41.9399320018809	66.7425676240454	110.522277402252
