"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Northwest Atlantic"	"oceanic"	"N"	60.6758382582715	62.7201544635568	90.2925337857712	90.0914031975809	121.946953049091	128.800205622739
"2"	"Northwest Atlantic"	"oceanic"	"P"	4.61217268872963	5.57598948180793	7.7668386819615	7.69545742068559	10.9537315533698	11.7584099238632
"3"	"Northwest Atlantic"	"oceanic"	"Fe"	0.0345856791487054	0.039119972633336	0.0751658409536962	0.0699092313979529	0.133443438441096	0.151319962797444
"4"	"Northwest Atlantic"	"oceanic"	"Cu"	0.0108238952402531	0.0151658656672154	0.0284474124275124	0.0261686328647966	0.0505034504288025	0.0732965824368959
"5"	"Northwest Atlantic"	"oceanic"	"Mn"	0.00132067230901881	0.00146062428369226	0.00251933523828845	0.00237745503090295	0.00427605362884487	0.0045195178375949
"6"	"Northwest Atlantic"	"oceanic"	"Se"	0.00176477774192526	0.00189844786766883	0.00287646572066825	0.00280095017913758	0.00402606215964304	0.00454293143676242
"7"	"Northwest Atlantic"	"oceanic"	"Zn"	0.0377977337343277	0.0415400519343954	0.0596948154835657	0.0585589669095646	0.0895365512997032	0.0986601620318506
"8"	"Northwest Atlantic"	"oceanic"	"Co"	5.96652207207565e-05	6.65130153503461e-05	0.00011634321345345	0.000109088335481101	0.000202282610378744	0.000229714279056011
"9"	"Northwest Atlantic"	"oceanic"	"As"	0.00888343948006441	0.0132769736987599	0.0234209698824026	0.0225815731149349	0.0383392811689066	0.0413437920105549
"10"	"Northwest Atlantic"	"shelf"	"N"	30.8796304749148	34.3034507750474	63.1196853092224	57.8644915839467	111.132596296534	130.716915850429
"11"	"Northwest Atlantic"	"shelf"	"P"	2.32465253653451	3.5925591338475	6.90117551117268	6.26682123064051	13.8820520782867	16.8215992169401
"12"	"Northwest Atlantic"	"shelf"	"Fe"	0.0232721399117386	0.0248103393268117	0.0558436212527735	0.0510453381818013	0.11321348496831	0.188191280669333
"13"	"Northwest Atlantic"	"shelf"	"Cu"	0.00186863277141454	0.00227562440707365	0.00680791457075341	0.00596331723400773	0.0162387088092227	0.0235054499675821
"14"	"Northwest Atlantic"	"shelf"	"Mn"	0.00080096245518121	0.00104139463864112	0.00249555866967578	0.00203304955241649	0.00597580380122599	0.0102292411226647
"15"	"Northwest Atlantic"	"shelf"	"Se"	0.000674704933050129	0.000820715270412233	0.00210697934550993	0.00185676751314751	0.00486697882047981	0.0055305550854718
"16"	"Northwest Atlantic"	"shelf"	"Zn"	0.0156412772704653	0.0203635507472124	0.0392645068864836	0.0360754780510134	0.0795594695836412	0.100078093053139
"17"	"Northwest Atlantic"	"shelf"	"Co"	2.48457058167666e-05	2.9416123808105e-05	6.47349483250352e-05	5.83902596861335e-05	0.000123946421943184	0.000201857896158725
"18"	"Northwest Atlantic"	"shelf"	"As"	0.0039343025982922	0.00483568124525661	0.0148384718449888	0.0136548068144569	0.0337403022286441	0.0366325568326618
