"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"West Indian ocean"	"oceanic"	"N"	19667.6673953951	21231.6827570942	28969.353136372	28939.2040580308	37101.2184196626	41831.811742163
"2"	"West Indian ocean"	"oceanic"	"P"	1463.25557536138	1757.10955953805	2412.17836887045	2416.3992058465	3183.78674057719	3484.03346558364
"3"	"West Indian ocean"	"oceanic"	"Fe"	10.2815620454978	11.1245159054659	20.6021934480425	18.2229370113154	41.6029411367305	52.0025344654935
"4"	"West Indian ocean"	"oceanic"	"Cu"	4.07536308305398	4.62278314527373	9.1063285260048	8.25576973217945	15.8922976497145	18.3382218791575
"5"	"West Indian ocean"	"oceanic"	"Mn"	0.391958645157607	0.423019008976719	0.69842397888719	0.662940548353557	1.08038750569918	1.17005223654687
"6"	"West Indian ocean"	"oceanic"	"Se"	0.428923007081737	0.521696457300169	0.851738077233438	0.838627061752129	1.26165260712721	1.6761802411444
"7"	"West Indian ocean"	"oceanic"	"Zn"	11.8368927937604	13.4121721344312	18.3116847197231	18.2482896110278	24.5334612622141	26.0727738842268
"8"	"West Indian ocean"	"oceanic"	"Co"	0.0147172830016416	0.0156570337227407	0.0307210374086658	0.0283919236947229	0.0534850132916285	0.0727892319825003
"9"	"West Indian ocean"	"oceanic"	"As"	2.96352640420901	3.82952572709417	6.58218871634428	6.30544473837303	11.0059401286253	12.9867313723306
"10"	"West Indian ocean"	"shelf"	"N"	795.226717564863	977.435029530478	1360.49585932271	1341.29917532451	2122.50298157174	2227.01315316696
"11"	"West Indian ocean"	"shelf"	"P"	68.9305077141602	73.8107494712583	127.205634154598	120.812637833872	199.907564117497	222.29819012446
"12"	"West Indian ocean"	"shelf"	"Fe"	0.423705138984984	0.508328468690983	0.93032045528179	0.875887157829081	1.73369164048229	2.20829988970217
"13"	"West Indian ocean"	"shelf"	"Cu"	0.0878071063022104	0.097154094878735	0.189647294030193	0.172506018004529	0.416079776103534	0.519542913238099
"14"	"West Indian ocean"	"shelf"	"Mn"	0.0125966119771491	0.0180554494028622	0.0396638152114825	0.0357419814865443	0.0751253214948236	0.0872719133014007
"15"	"West Indian ocean"	"shelf"	"Se"	0.0205239313363993	0.0249679205451247	0.0375450764160314	0.0358195362280171	0.0587537187741849	0.0624426758126511
"16"	"West Indian ocean"	"shelf"	"Zn"	0.369658927469159	0.464162842509578	0.734488825800268	0.698489622169277	1.21863581786199	1.2532286309216
"17"	"West Indian ocean"	"shelf"	"Co"	0.000477848156966805	0.000566982785614067	0.0011274300716283	0.00106508737103604	0.00201601266555281	0.00223465798027133
"18"	"West Indian ocean"	"shelf"	"As"	0.139214239197039	0.154579069563572	0.340424279766716	0.274740897248106	0.825640632294306	0.926366369976887
