"Eco_gp"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Baleen whales"	"N"	12151.028533492	14743.8338046722	20342.629091188	20343.6973855825	26302.2722451134	30067.9560433585
"2"	"Baleen whales"	"P"	754.832572713553	1104.59586591184	1932.23491211034	1870.68180884979	3013.12064686785	3786.03409464275
"3"	"Baleen whales"	"Fe"	6.65382932255154	9.60519774894767	17.4615081967259	16.467101814595	33.284524211324	40.0305564912597
"4"	"Baleen whales"	"Cu"	0.448079590212821	0.730777892355218	3.17892605180839	3.37311791422595	5.7658664383726	6.4382928076877
"5"	"Baleen whales"	"Mn"	0.122936498294764	0.177019242037814	0.612409881048454	0.452920997472583	1.97310571588186	2.24303775045232
"6"	"Baleen whales"	"Se"	0.238932137055551	0.302199236987936	0.677812921639378	0.632608490778123	1.40630798931408	2.40972913916428
"7"	"Baleen whales"	"Zn"	6.20000477361963	7.55548853434922	13.0607814455315	12.2649335914186	23.2803111774522	35.0115051403984
"8"	"Baleen whales"	"Co"	0.00636443722750171	0.00976857304422503	0.019093205511868	0.0185391634708393	0.0340257875597098	0.0512069838502668
"9"	"Baleen whales"	"As"	0.673123983240843	1.15007369684506	4.13858325649397	4.37328222810255	6.83331551742372	7.35569466963698
"10"	"Deep divers"	"N"	15034.4705412454	17215.3091860445	21543.6811223191	21493.5833469053	26061.1217732029	27335.2348369884
"11"	"Deep divers"	"P"	1007.26621508874	1157.38452204951	1679.66847044787	1604.74817093336	2741.75214824045	3846.17493864172
"12"	"Deep divers"	"Fe"	2.50979562452617	3.8997347738061	15.0504587770308	11.6666158061594	44.0001780800287	55.5124292372168
"13"	"Deep divers"	"Cu"	1.38186282257358	2.67014201439753	9.78226906052392	8.18933720153074	21.1909479070254	25.0529828932093
"14"	"Deep divers"	"Mn"	0.203009550676527	0.237679703904386	0.484098192014867	0.419469284613473	1.21658418902938	1.95333104904292
"15"	"Deep divers"	"Se"	0.35808291914416	0.414466456454621	0.622656415218108	0.600090650957201	0.966343322605296	1.16385268898484
"16"	"Deep divers"	"Zn"	9.08844090963332	10.4354996379289	14.6312261782249	14.3369638429739	21.1823084857113	25.0124098984337
"17"	"Deep divers"	"Co"	0.00468191266945454	0.00617670711576503	0.026509587099917	0.0189128315977746	0.0844073674719068	0.16773314501754
"18"	"Deep divers"	"As"	1.68559559298573	2.44234962161257	5.88491394980358	5.00033901068078	16.9724634544036	37.4368559265992
"19"	"Small delphinids"	"N"	14022.0208107666	17100.2191939292	21508.6948194495	21475.8216567551	26086.0009817027	30224.5038672906
"20"	"Small delphinids"	"P"	953.281439611509	1360.52502241327	2164.9842480192	2096.55376463868	3319.62914116233	5233.22822388464
"21"	"Small delphinids"	"Fe"	4.29981381140008	6.82902330964235	17.4223743511462	15.9119377332136	35.6582735353111	50.4782454560105
"22"	"Small delphinids"	"Cu"	0.480380662859682	0.759742557597513	4.03586156419053	2.93797229907495	13.5057383209898	19.4975410587233
"23"	"Small delphinids"	"Mn"	0.13757141166925	0.26047792762624	0.747146430361711	0.658870006975061	1.71063588634242	2.52489464921516
"24"	"Small delphinids"	"Se"	0.231655060720449	0.36874639645787	0.635005987084967	0.603659675859219	1.11644289086436	2.34748711607972
"25"	"Small delphinids"	"Zn"	5.94826290130108	8.00777687076536	12.9324572138131	12.3870121714091	20.6494822659205	35.2591593523862
"26"	"Small delphinids"	"Co"	0.00573774724226074	0.0080468801555961	0.0210597862382609	0.0178558211327706	0.0549134614915185	0.111669942364727
"27"	"Small delphinids"	"As"	0.667420395947888	1.71148217617392	4.70908661120515	3.76612933564379	14.4129560916651	36.9878689327323
