"Geo_area"	"Eco_gp"	"Element"	"mean"	"mean_total"	"ratio_contribution"
"1"	"Wallis & Futuna"	"Deep divers"	"N"	771.307336007134	1802.38296962131	0.427937541026139
"2"	"Wallis & Futuna"	"Deep divers"	"P"	59.360343541087	159.381597411567	0.372441640096016
"3"	"Wallis & Futuna"	"Deep divers"	"Fe"	0.555800394658188	1.39835379191186	0.397467649369538
"4"	"Wallis & Futuna"	"Deep divers"	"Cu"	0.355942660156921	0.545857772808317	0.652079493758375
"5"	"Wallis & Futuna"	"Deep divers"	"Mn"	0.0163313576504064	0.0478239303771493	0.341489240253028
"6"	"Wallis & Futuna"	"Deep divers"	"Se"	0.0223040497826344	0.0530068769628065	0.420776530529889
"7"	"Wallis & Futuna"	"Deep divers"	"Zn"	0.535449449242572	1.16574518747716	0.459319459342019
"8"	"Wallis & Futuna"	"Deep divers"	"Co"	0.00107861067113493	0.00191484797867472	0.563287886634972
"9"	"Wallis & Futuna"	"Deep divers"	"As"	0.188727958811867	0.373474424398115	0.505330342542246
"10"	"Wallis & Futuna"	"Small delphinids"	"N"	1031.07563361418	1802.38296962131	0.572062458973861
"11"	"Wallis & Futuna"	"Small delphinids"	"P"	100.02125387048	159.381597411567	0.627558359903984
"12"	"Wallis & Futuna"	"Small delphinids"	"Fe"	0.842553397253674	1.39835379191186	0.602532350630462
"13"	"Wallis & Futuna"	"Small delphinids"	"Cu"	0.189915112651396	0.545857772808317	0.347920506241625
"14"	"Wallis & Futuna"	"Small delphinids"	"Mn"	0.0314925727267429	0.0478239303771493	0.658510759746972
"15"	"Wallis & Futuna"	"Small delphinids"	"Se"	0.0307028271801721	0.0530068769628065	0.579223469470111
"16"	"Wallis & Futuna"	"Small delphinids"	"Zn"	0.630295738234592	1.16574518747716	0.540680540657981
"17"	"Wallis & Futuna"	"Small delphinids"	"Co"	0.000836237307539788	0.00191484797867472	0.436712113365028
"18"	"Wallis & Futuna"	"Small delphinids"	"As"	0.184746465586247	0.373474424398115	0.494669657457754
