"Geo_area"	"Eco_gp"	"Element"	"mean"	"mean_total"	"ratio_contribution"
"1"	"Gulf of Alaska"	"Baleen whales"	"N"	17319.1366251982	18638.8374385145	0.929196184168153
"2"	"Gulf of Alaska"	"Baleen whales"	"P"	1479.71287357058	1602.34279621318	0.923468359621667
"3"	"Gulf of Alaska"	"Baleen whales"	"Fe"	16.1518893539579	17.1993277247385	0.939100039981564
"4"	"Gulf of Alaska"	"Baleen whales"	"Cu"	4.16428375172281	4.45557662402197	0.93462285650556
"5"	"Gulf of Alaska"	"Baleen whales"	"Mn"	0.454543149955135	0.495443970907489	0.917446122358826
"6"	"Gulf of Alaska"	"Baleen whales"	"Se"	0.604401755318037	0.646953628112833	0.934227321795969
"7"	"Gulf of Alaska"	"Baleen whales"	"Zn"	10.7971349025605	11.6086813836907	0.930091415699429
"8"	"Gulf of Alaska"	"Baleen whales"	"Co"	0.0180903819635314	0.019334370181588	0.935659232425309
"9"	"Gulf of Alaska"	"Baleen whales"	"As"	5.67465585118263	5.93862742554248	0.955550069831879
"10"	"Gulf of Alaska"	"Deep divers"	"N"	256.109062646334	18638.8374385145	0.0137406135705181
"11"	"Gulf of Alaska"	"Deep divers"	"P"	18.0182948299424	1602.34279621318	0.01124496884969
"12"	"Gulf of Alaska"	"Deep divers"	"Fe"	0.167753251722949	17.1993277247385	0.00975347725258257
"13"	"Gulf of Alaska"	"Deep divers"	"Cu"	0.112756576153255	4.45557662402197	0.0253068425633924
"14"	"Gulf of Alaska"	"Deep divers"	"Mn"	0.00452107304673943	0.495443970907489	0.00912529632454366
"15"	"Gulf of Alaska"	"Deep divers"	"Se"	0.00784737491575221	0.646953628112833	0.0121297332215959
"16"	"Gulf of Alaska"	"Deep divers"	"Zn"	0.172850327960613	11.6086813836907	0.0148897469271105
"17"	"Gulf of Alaska"	"Deep divers"	"Co"	0.000320110052305594	0.019334370181588	0.0165565285705781
"18"	"Gulf of Alaska"	"Deep divers"	"As"	0.0651917562778887	5.93862742554248	0.0109775797682633
"19"	"Gulf of Alaska"	"Small delphinids"	"N"	1063.59175066998	18638.8374385145	0.0570632022613288
"20"	"Gulf of Alaska"	"Small delphinids"	"P"	104.611627812658	1602.34279621318	0.0652866715286435
"21"	"Gulf of Alaska"	"Small delphinids"	"Fe"	0.879685119057604	17.1993277247385	0.0511464827658536
"22"	"Gulf of Alaska"	"Small delphinids"	"Cu"	0.1785362961459	4.45557662402197	0.0400703009310474
"23"	"Gulf of Alaska"	"Small delphinids"	"Mn"	0.0363797479056147	0.495443970907489	0.0734285813166301
"24"	"Gulf of Alaska"	"Small delphinids"	"Se"	0.0347044978790435	0.646953628112833	0.0536429449824352
"25"	"Gulf of Alaska"	"Small delphinids"	"Zn"	0.638696153169599	11.6086813836907	0.0550188373734606
"26"	"Gulf of Alaska"	"Small delphinids"	"Co"	0.000923878165750989	0.019334370181588	0.0477842390041127
"27"	"Gulf of Alaska"	"Small delphinids"	"As"	0.198779818081963	5.93862742554248	0.0334723503998577
