"Geo_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"	"min_all_mean"	"max_all_mean"	"fold"
"1"	"Northeast Atlantic"	"N"	55.1217980234359	72.3587972968145	132.687315160696	123.049139249416	240.696261514403	257.547348218003	2.14328501650488	148.383530963524	62
"2"	"Northeast Atlantic"	"P"	4.9240760304842	6.57150112751761	12.1581910591521	11.9187204076482	20.3394419480989	25.7206043763825	0.174502963562462	12.6200830874622	70
"3"	"Northeast Atlantic"	"Fe"	0.035307599107966	0.0455463101340177	0.108796109681826	0.104680606479709	0.181281948938648	0.205389178142486	0.00153768087083765	0.111039485464869	71
"4"	"Northeast Atlantic"	"Cu"	0.0117610884350054	0.0128042361062514	0.0311395960549333	0.0270247684288686	0.06984724074312	0.107777738719234	0.000860767933615938	0.0447603087632921	36
"5"	"Northeast Atlantic"	"Mn"	0.00144333143608834	0.00162904113448856	0.00380379958750329	0.00348168157988457	0.00668716334781947	0.00754504428078409	5.2835506669937e-05	0.00380379958750329	72
"6"	"Northeast Atlantic"	"Se"	0.00146760765244375	0.00179024933020189	0.00413831929016717	0.00398869915025419	0.0070711289362612	0.00932214776377242	6.28369487061996e-05	0.00472452484752717	66
"7"	"Northeast Atlantic"	"Zn"	0.0323837818891597	0.0437654896823626	0.0841926551631746	0.0800436155471307	0.150092588828722	0.176129513260894	0.00141057986218328	0.0974080285031752	60
"8"	"Northeast Atlantic"	"Co"	3.92156629865051e-05	5.43816102444925e-05	0.000134782101820358	0.000123450584460488	0.000244593009610738	0.000284275231687413	2.7597965476357e-06	0.000167546345160848	49
"9"	"Central North Atlantic"	"N"	69.9725796138547	81.8758152207937	148.383530963524	145.353738767379	223.475518871462	280.621354076329	2.14328501650488	148.383530963524	69
"10"	"Central North Atlantic"	"P"	5.45348274325524	7.09919941138208	12.6200830874622	12.3158031328185	19.6001995100859	23.9951769338324	0.174502963562462	12.6200830874622	72
"11"	"Central North Atlantic"	"Fe"	0.0400855442183568	0.0563810217660578	0.111039485464869	0.108207594228165	0.18721377196372	0.234496136918273	0.00153768087083765	0.111039485464869	72
"12"	"Central North Atlantic"	"Cu"	0.016658065276811	0.0194541578453532	0.0447603087632921	0.04195829650577	0.0865937247297022	0.10779015791249	0.000860767933615938	0.0447603087632921	52
"13"	"Central North Atlantic"	"Mn"	0.00123710877722058	0.00179183750503738	0.00361696997736356	0.00334683557838903	0.00629163360845656	0.0078791171445572	5.2835506669937e-05	0.00380379958750329	68
"14"	"Central North Atlantic"	"Se"	0.00213531669819668	0.00235660277714801	0.00472452484752717	0.00468105927989899	0.00754908454861025	0.0086482105082749	6.28369487061996e-05	0.00472452484752717	75
