"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Mediterranean Sea"	"oceanic"	"N"	18.4015613527585	22.002982920007	30.4413244861077	29.9356171743889	41.303784826948	49.002066687451
"2"	"Mediterranean Sea"	"oceanic"	"P"	1.61997058862254	1.91367225117412	2.74800751284826	2.68241998265751	3.94053083990599	4.49582081343217
"3"	"Mediterranean Sea"	"oceanic"	"Fe"	0.0102738674977311	0.0145191987422116	0.0267339253746898	0.025830859582948	0.0447442001864503	0.0571288864562344
"4"	"Mediterranean Sea"	"oceanic"	"Cu"	0.00377724251728841	0.00502503833626872	0.00879910677523702	0.00817035227573422	0.0150884519516859	0.0190214400670103
"5"	"Mediterranean Sea"	"oceanic"	"Mn"	0.000393397369382728	0.00048837526688301	0.000917728958874176	0.000866597874898466	0.00159347635438756	0.00209788011355457
"6"	"Mediterranean Sea"	"oceanic"	"Se"	0.000506902482726087	0.000643514096456126	0.000951298529083482	0.000919304261419855	0.00145130718526611	0.00190441821263946
"7"	"Mediterranean Sea"	"oceanic"	"Zn"	0.0106029561712242	0.0139303779342678	0.0201427789801808	0.0197308085479063	0.0289943752056516	0.0388538954842346
"8"	"Mediterranean Sea"	"oceanic"	"Co"	1.66399326482738e-05	2.15804562788225e-05	3.72685964611016e-05	3.53164568073728e-05	6.05222070383759e-05	8.43485371711226e-05
"9"	"Mediterranean Sea"	"oceanic"	"As"	0.00318932670185976	0.0045736984583679	0.00688006507701245	0.00672542708002659	0.010388316326389	0.0148725720450241
"10"	"Mediterranean Sea"	"shelf"	"N"	12.5048684575304	16.5860202025345	25.7644265629167	24.7155272429999	41.6524108527929	63.64910158539
"11"	"Mediterranean Sea"	"shelf"	"P"	0.966328895553274	1.45073853169089	2.45126783520945	2.32723962625784	4.09645978846618	6.7717278234014
"12"	"Mediterranean Sea"	"shelf"	"Fe"	0.0059551412554034	0.0092709346333144	0.019418880667735	0.017807049955664	0.0375653944968588	0.0498363445100187
"13"	"Mediterranean Sea"	"shelf"	"Cu"	0.00161986164533814	0.00245902297107057	0.00545175655251906	0.00483693178327694	0.0115776919363525	0.0308466508926537
"14"	"Mediterranean Sea"	"shelf"	"Mn"	0.000233723947016759	0.000359816101731606	0.000786580792190807	0.000721267507699871	0.00160942841405349	0.00258094358011316
"15"	"Mediterranean Sea"	"shelf"	"Se"	0.000337457971205316	0.000449240500889938	0.000760383404735646	0.000719432663667039	0.00132635500803144	0.00240666670480749
"16"	"Mediterranean Sea"	"shelf"	"Zn"	0.00690154178418899	0.00929906024180601	0.0154489906651275	0.0146686524769035	0.0259824474172659	0.0386064277901245
"17"	"Mediterranean Sea"	"shelf"	"Co"	8.90278820291734e-06	1.35339093724599e-05	2.67304151913999e-05	2.52601099362748e-05	5.13038909861724e-05	6.87867825514252e-05
"18"	"Mediterranean Sea"	"shelf"	"As"	0.0019650420950856	0.0028608400431187	0.00634659268466237	0.00566954245324469	0.0129682841227232	0.0179272614011756
