"Geo_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"Northeast Atlantic"	"N"	119314.717376945	169745.408527845	263240.427168544	254089.874607744	407462.951742082	770793.839555938
"2"	"Northeast Atlantic"	"P"	12316.7889809273	18026.5550824332	28085.7617615465	27196.6679274282	43419.8473316687	93100.1843650205
"3"	"Northeast Atlantic"	"Fe"	32.25876372781	95.9265151140582	188.032418436466	180.639405027176	327.892369482755	628.776792303753
"4"	"Northeast Atlantic"	"Cu"	3.23402209763609	26.5382249778849	55.1203935314884	52.4501716852962	100.709939041857	194.411263340734
"5"	"Northeast Atlantic"	"Mn"	-0.0029478143465033	3.08198128843603	6.52827818199761	6.14926848993977	11.9874828433897	21.4625834087995
"6"	"Northeast Atlantic"	"Se"	0.665200830709857	3.7425440312427	7.3664561977304	7.02127902406138	12.8207505016773	27.1821856127437
"7"	"Northeast Atlantic"	"Zn"	18.0694537058756	81.935404652077	149.579995098764	143.87670380848	254.465531402427	417.98063658766
"8"	"Northeast Atlantic"	"Co"	0.0444894761182516	0.12478144130921	0.251230803131769	0.240015379433862	0.44242537420446	0.807300595215738
"9"	"Northeast Atlantic"	"As"	-3.04591858119705	26.4249412117517	54.9105030920876	52.0639654121494	99.767758963484	180.106867370851
"10"	"Central North Atlantic"	"N"	182926.721309171	268728.864854965	424850.894712675	411850.771417281	653294.238651274	1494264.89078937
"11"	"Central North Atlantic"	"P"	19466.5080251281	27225.6721869144	42615.8022892419	41372.1763184719	65356.5524367488	126687.243472296
"12"	"Central North Atlantic"	"Fe"	50.7262368950721	136.262924720135	287.013781327139	272.854759714404	527.119335529956	896.516266829782
"13"	"Central North Atlantic"	"Cu"	20.7625537763792	57.1434641415557	116.862668422877	110.97678644274	208.365787414486	456.350097031874
"14"	"Central North Atlantic"	"Mn"	1.68015174033927	4.48199399820491	9.22915129741189	8.75070019792739	16.5603730614915	27.9599875369289
"15"	"Central North Atlantic"	"Se"	2.32495150875849	6.1076320030558	11.9280288264488	11.4284275497701	20.2695436681647	33.6453018472531
"16"	"Central North Atlantic"	"Zn"	18.6230907572814	134.965059231435	248.862174238051	240.780543381913	408.587758410639	1111.23373492969
"17"	"Central North Atlantic"	"Co"	0.106326208588514	0.215135738503609	0.449156518551543	0.428159132090709	0.806892565541119	1.48748399432526
"18"	"Central North Atlantic"	"As"	4.91134178304899	44.3184430597489	93.6382083383771	89.5470729872183	166.38310227186	316.488575535577
"19"	"Gulf of Alaska"	"N"	5497.5847209485	9090.7930013518	19899.0102967266	18420.1666285973	39539.384440075	86753.9978855991
"20"	"Gulf of Alaska"	"P"	517.631929481201	930.631599329475	2053.42314810478	1900.90149961813	4144.38707095903	9844.84689235705
"21"	"Gulf of Alaska"	"Fe"	-5.29020799609649	4.28726453736225	13.9849476138092	12.8376303451324	30.3934756339117	76.1332709570272
"22"	"Gulf of Alaska"	"Cu"	-1.66778466032597	0.894991423292079	3.65886694162245	3.32523163179721	8.36449727112649	17.5870042747927
"23"	"Gulf of Alaska"	"Mn"	-0.161373302194971	0.127590441101494	0.430516052632085	0.386895866666884	0.997103074593762	2.98769625989325
"24"	"Gulf of Alaska"	"Se"	-0.123760009673486	0.158766722666539	0.5661324668343	0.517084914817111	1.27235112459206	3.00107100041267
"25"	"Gulf of Alaska"	"Zn"	-5.34423475716424	3.20031945367529	10.9225819359032	9.9689826150993	24.2035997899435	56.2538650350973
"26"	"Gulf of Alaska"	"Co"	-0.00714703114531545	0.00481928226921472	0.0171633138606176	0.0156835125709914	0.0382046275306538	0.0874644161278389
"27"	"Gulf of Alaska"	"As"	-3.38178006714633	1.01043885325521	4.33956430107073	3.99245262167733	9.73111050284795	20.0838887627554
"28"	"Northwest Atlantic"	"N"	16463.040838128	23557.5816280655	34410.7602287763	33461.8188171477	50537.556921201	84761.342506295
"29"	"Northwest Atlantic"	"P"	1753.08150607724	2488.21271959035	3786.6040137437	3664.50786543822	5760.32692575825	10515.0828264054
"30"	"Northwest Atlantic"	"Fe"	7.97661401957562	13.181712073587	24.9540508180967	24.0217714305596	42.5966597416148	87.9071494446456
"31"	"Northwest Atlantic"	"Cu"	2.6133565266978	4.23304392408676	7.91150089272574	7.53245360319467	13.5803952794917	25.8312696428573
"32"	"Northwest Atlantic"	"Mn"	0.293959304959827	0.464646485552046	0.923266225366405	0.857853437139543	1.77312195662424	3.35848651353938
"33"	"Northwest Atlantic"	"Se"	0.328348563874583	0.551056257032279	0.955531006931056	0.907195352662017	1.64467562870834	3.60560647076353
"34"	"Northwest Atlantic"	"Zn"	6.4860560449086	12.3669686966419	20.133971115854	19.4587542746431	31.8632072863267	78.091831156169
"35"	"Northwest Atlantic"	"Co"	0.0103362940353206	0.0195436049572259	0.0367263714876251	0.0351397549379346	0.0634862376753207	0.119764185419639
"36"	"Northwest Atlantic"	"As"	2.16458198914289	4.0024006117622	7.19549866750229	6.93768273262525	11.9304356068805	19.6593029945723
"37"	"California current"	"N"	21625.3909691117	31061.9125402104	49260.0785148583	47887.3079392716	76207.1309111085	126195.109993833
"38"	"California current"	"P"	1952.78871112583	3436.06348998218	5632.02773901021	5452.58199796631	9000.03876178207	14730.1901025856
"39"	"California current"	"Fe"	6.48351414535596	19.2570490001588	38.7062217624514	37.1425180503198	67.4961595943958	103.682952696717
"40"	"California current"	"Cu"	-1.72124335345951	3.94775355284165	7.99641804671256	7.67830079775476	13.8030716171459	24.7328728355066
