"Geo_area"	"Eco_area"	"Element"	"min"	"2.5_quant"	"mean"	"median"	"97.5_quant"	"max"
"1"	"French Guyana"	"oceanic"	"N"	0.600503883068299	1.08558559451088	2.41455848293538	2.22427236927595	4.91382541068687	11.2161129160221
"2"	"French Guyana"	"oceanic"	"P"	0.0553289076656285	0.104504538650939	0.243967734873287	0.2226308674083	0.505046465500557	1.03126510400535
"3"	"French Guyana"	"oceanic"	"Fe"	0.00022700811987153	0.000544463854855009	0.00157907205233498	0.00135645835817303	0.00393108796104816	0.0105772150782064
"4"	"French Guyana"	"oceanic"	"Cu"	0.000123890643749196	0.000245701362746204	0.000710172701457016	0.000615046894035	0.00173044987012129	0.00426411641569264
"5"	"French Guyana"	"oceanic"	"Mn"	1.19144040762331e-05	2.19002736833625e-05	5.8190368187509e-05	5.17034374006372e-05	0.000132533045882127	0.000382247090145764
"6"	"French Guyana"	"oceanic"	"Se"	1.36145376966872e-05	2.61171844303859e-05	6.24147299040673e-05	5.68848471981723e-05	0.000130518536181035	0.000377973448043324
"7"	"French Guyana"	"oceanic"	"Zn"	0.000316761307357084	0.000606981655213449	0.0013444945064287	0.00123663519405451	0.00272803100432571	0.00699014101854509
"8"	"French Guyana"	"oceanic"	"Co"	3.74590027122172e-07	8.6007705002594e-07	2.50760385556807e-06	2.1703730971658e-06	6.11695976216032e-06	2.54064719208206e-05
"9"	"French Guyana"	"oceanic"	"As"	9.00317738667485e-05	0.000210865520823918	0.000577496986430433	0.000503737783132035	0.00135745748683921	0.00312863206810056
"10"	"French Guyana"	"shelf"	"N"	3.89846208576149	6.83513760519074	13.6969076407433	12.8125694409729	25.5559185781692	95.8079210033683
"11"	"French Guyana"	"shelf"	"P"	0.437646303391013	0.743805469057002	1.52646678097458	1.41539854503056	2.92937194250309	11.29338142281
"12"	"French Guyana"	"shelf"	"Fe"	0.00178681190021469	0.0040235655294622	0.00891143441543209	0.00823451355102207	0.0176450270966073	0.045798827619824
"13"	"French Guyana"	"shelf"	"Cu"	0.000435615948064269	0.000873875074256631	0.00216279997830911	0.00191946902932738	0.00486373535512595	0.029742441302684
"14"	"French Guyana"	"shelf"	"Mn"	8.36696381145441e-05	0.00014981834078342	0.000375819160361983	0.000341973413918114	0.000809119784652132	0.00201070612458635
"15"	"French Guyana"	"shelf"	"Se"	0.000104257719764464	0.000163479577442965	0.000344357055803633	0.000320027368016693	0.000662405183320663	0.00279542552920742
"16"	"French Guyana"	"shelf"	"Zn"	0.00224835977583476	0.00343618655134646	0.00684004622510774	0.00641099909556023	0.0125802195983431	0.0539644682759226
"17"	"French Guyana"	"shelf"	"Co"	3.12002761309292e-06	5.47675057659054e-06	1.25847749027538e-05	1.16101363473156e-05	2.54426065648829e-05	0.000126369506675211
"18"	"French Guyana"	"shelf"	"As"	0.000523041317072015	0.00121229206697466	0.00344710178114319	0.00291129081768889	0.00873870649408062	0.0273385364388114
